City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
shimoda,34.6667,138.95,75.11,95,100,14.43,JP,1625427146
sistranda,63.7256,8.834,62.56,88,55,6.98,NO,1625427147
saint-augustin,51.226,-58.6502,62.96,48,100,13.82,CA,1625427147
emerald,-23.5333,148.1667,52.99,57,0,16.11,AU,1625427148
kieta,-6.2167,155.6333,79.0,84,63,5.14,PG,1625427148
tocopilla,-22.092,-70.1979,65.03,74,77,9.22,CL,1625427149
walvis bay,-22.9575,14.5053,57.09,82,4,4.61,NA,1625427149
seminole,28.7086,-81.2081,90.25,81,75,6.91,US,1625427150
saint-francois,46.4154,3.9054,64.47,87,0,2.3,FR,1625427150
bull savanna,17.8868,-77.5902,79.12,78,100,15.48,JM,1625427151
san juan,-31.5375,-68.5364,62.83,22,30,3.53,AR,1625427004
vryburg,-26.9566,24.7284,50.07,52,2,9.28,ZA,1625427152
apache junction,33.4151,-111.5496,96.82,43,75,4.0,US,1625427041
suda,59.1525,37.5582,55.51,69,0,5.1,RU,1625427152
kalmar,56.6616,16.3616,69.96,86,89,4.61,SE,1625427153
kaka,37.3482,59.6143,92.32,20,0,8.21,TM,1625427154
abnub,27.2696,31.1511,88.02,27,0,12.82,EG,1625427154
broken hill,-31.95,141.4333,38.91,93,100,1.14,AU,1625427155
derzhavinsk,51.1,66.3167,75.52,49,11,8.66,KZ,1625427155
santa teresa,10.2341,-66.6631,83.32,42,45,6.93,VE,1625427156
onega,63.9061,38.1404,58.87,59,4,5.44,RU,1625427156
sovetskiy,61.3614,63.5842,49.03,66,9,8.3,RU,1625427157
villa rica,33.7321,-84.9191,88.68,64,0,3.74,US,1625426906
vavuniya,8.7514,80.4971,76.14,94,72,6.33,LK,1625427158
mikuni,36.2171,136.1519,76.91,94,100,15.05,JP,1625427158
jatara,25.0167,79.05,92.25,40,95,12.48,IN,1625427159
batticaloa,7.7102,81.6924,80.47,83,62,7.65,LK,1625427159
greer,34.9387,-82.2271,87.91,49,40,1.01,US,1625427160
guarapari,-20.6667,-40.4975,75.9,66,0,7.99,BR,1625427160
vestmannaeyjar,63.4427,-20.2734,52.79,93,40,3.44,IS,1625427161
porto novo,6.4965,2.6036,80.42,81,100,6.91,BJ,1625427161
brookhaven,31.5791,-90.4407,86.25,50,15,4.61,US,1625426925
zhigansk,66.7697,123.3711,63.18,73,65,5.75,RU,1625427162
arriana,41.0833,25.7,76.86,71,82,1.5,GR,1625427162
mochudi,-24.4167,26.15,57.79,20,3,3.69,BW,1625427163
kelso,46.1468,-122.9084,86.88,70,40,3.44,US,1625427164
tromso,69.6496,18.957,70.45,62,0,17.27,NO,1625427164
ulladulla,-35.35,150.4667,48.09,78,45,6.98,AU,1625427165
provideniya,64.3833,-173.3,42.91,87,90,4.47,RU,1625427165
meadow lake,34.8014,-106.5436,93.61,32,17,6.58,US,1625427015
aykhal,66.0,111.5,57.94,65,100,9.13,RU,1625427166
ulaangom,49.9811,92.0667,65.5,45,14,1.21,MN,1625427166
queanbeyan,-35.35,149.2333,40.17,93,22,8.05,AU,1625427167
puerto rico,-26.796,-55.024,69.46,56,8,1.54,AR,1625427167
anicuns,-16.4611,-49.9617,77.58,27,5,4.47,BR,1625427168
neyshabur,36.2133,58.7958,82.85,25,0,3.78,IR,1625427168
banjar,-8.19,114.9675,80.46,88,74,5.06,ID,1625427169
gat,31.61,34.7642,80.82,100,0,4.43,IL,1625427169
necochea,-38.5473,-58.7368,58.35,49,100,7.14,AR,1625427170
banda aceh,5.5577,95.3222,79.21,82,61,9.51,ID,1625427170
kununurra,-15.7667,128.7333,49.98,71,100,0.0,AU,1625426943
madimba,-10.4,40.3333,71.37,85,2,8.34,TZ,1625427171
novyy urengoy,66.0833,76.6333,43.7,68,3,10.09,RU,1625427172
souris,49.6172,-100.2612,83.73,47,0,17.07,CA,1625427172
saravena,6.9538,-71.8752,72.91,98,100,1.79,CO,1625427173
concepcion del oro,24.6333,-101.4167,78.17,33,50,3.53,MX,1625427173
emba,48.8264,58.1442,82.38,29,100,4.76,KZ,1625427174
amahai,-3.3333,128.9167,75.97,90,100,2.86,ID,1625427174
khandyga,62.6667,135.6,69.71,56,47,3.49,RU,1625427175
tigil,57.8,158.6667,53.51,55,53,7.54,RU,1625427175
lompoc,34.6391,-120.4579,86.02,71,1,14.97,US,1625427176
canutama,-6.5339,-64.3831,88.99,40,93,2.91,BR,1625427176
lasa,46.6166,10.7002,59.02,95,100,6.2,IT,1625427177
adrar,20.5022,-10.0711,100.44,7,58,10.51,MR,1625427177
shumyachi,53.8583,32.4242,59.25,89,10,7.54,RU,1625427178
fernley,39.608,-119.2518,94.12,20,5,4.0,US,1625427178
madera,37.1666,-119.8343,100.87,27,0,4.0,US,1625427126
obama,35.4958,135.746,81.61,96,100,6.6,JP,1625427179
karlovo,42.6333,24.8,67.41,61,3,3.13,BG,1625427179
pankovka,58.5,31.1999,65.48,71,33,4.97,RU,1625427180
mahenge,-8.6833,36.7167,59.49,55,3,2.06,TZ,1625427181
shache,38.4167,77.2406,81.99,22,3,7.56,CN,1625427181
altay,47.8667,88.1167,70.79,40,21,6.33,CN,1625427182
usinsk,65.9939,57.5281,49.53,57,48,5.88,RU,1625427182
la ronge,55.1001,-105.2842,68.25,56,75,11.5,CA,1625427183
ventersburg,-28.0856,27.1381,45.43,52,2,7.85,ZA,1625427183
atambua,-9.1061,124.8925,66.02,80,28,5.21,ID,1625427184
isabela,6.7085,121.9711,77.07,89,90,3.2,PH,1625427184
meulaboh,4.1363,96.1285,74.98,90,85,4.03,ID,1625427185
huilong,31.8111,121.655,76.98,95,100,11.56,CN,1625427185
vardo,70.3705,31.1107,50.2,87,75,4.61,NO,1625427186
bara,10.3744,10.7288,78.4,67,49,12.21,NG,1625427186
sojat,25.9167,73.6667,89.83,45,72,12.59,IN,1625427187
srednekolymsk,67.45,153.6833,75.06,24,47,5.12,RU,1625427187
sao lourenco da serra,-23.8525,-46.9425,66.61,85,95,4.99,BR,1625427188
steinbach,50.1667,8.5667,66.09,87,20,6.91,DE,1625427188
hasaki,35.7333,140.8333,68.4,96,100,9.6,JP,1625427189
college,64.8569,-147.8028,67.59,52,75,0.0,US,1625427189
komsomolskiy,40.4272,71.7189,84.92,23,83,6.91,UZ,1625427190
iqaluit,63.7506,-68.5145,47.93,76,75,18.99,CA,1625427190
chiredzi,-21.05,31.6667,62.71,23,0,3.78,ZW,1625427191
ust-kuyga,70.0167,135.6,69.28,63,100,3.87,RU,1625427191
cosenza,39.31,16.2502,70.72,48,85,4.99,IT,1625427192
yar-sale,66.8333,70.8333,42.48,72,11,1.68,RU,1625427192
cap-aux-meules,47.3821,-61.8597,55.45,88,90,12.66,CA,1625427182
frome,51.2283,-2.3221,61.79,90,32,8.28,GB,1625427193
ambilobe,-13.2,49.05,67.71,84,4,4.16,MG,1625427194
yenagoa,4.9247,6.2642,74.16,93,100,6.93,NG,1625427194
budogoshch,59.2816,32.4707,61.84,62,0,5.73,RU,1625427195
ayan,56.45,138.1667,55.15,95,100,0.54,RU,1625427195
valdez,1.2492,-78.9831,78.91,81,20,8.86,EC,1625427196
maniwaki,46.3834,-75.966,73.78,43,0,4.61,CA,1625427196
esperance,-33.8667,121.9,51.64,73,7,13.02,AU,1625427197
alice springs,-23.7,133.8833,35.15,75,72,0.0,AU,1625427197
utete,-7.986,38.758,67.44,92,15,2.26,TZ,1625427198
waipawa,-41.4122,175.5153,48.45,92,17,6.64,NZ,1625427198
turukhansk,65.8167,87.9833,48.34,85,100,8.25,RU,1625427199
ust-omchug,61.15,149.6333,62.83,79,22,2.95,RU,1625427199
ouadda,8.0777,22.4007,69.84,96,100,1.41,CF,1625427200
were ilu,10.6,39.4333,60.42,56,89,2.93,ET,1625427200
bayir,37.2687,28.2167,73.92,47,0,5.17,TR,1625427201
khanpur,28.6453,70.6567,95.5,34,23,1.72,PK,1625427202
hambantota,6.1241,81.1185,79.14,84,72,15.75,LK,1625427202
bangui,4.3612,18.555,77.18,78,40,4.61,CF,1625427203
arawa,-6.2132,155.5367,76.62,91,71,3.74,PG,1625427203
touros,-5.1989,-35.4608,83.3,73,7,12.97,BR,1625427204
moranbah,-22.0016,148.0466,50.32,64,0,12.73,AU,1625427204
karakol,42.4907,78.3936,57.33,70,98,1.66,KG,1625427205
jiaozuo,35.2397,113.2331,77.04,74,8,5.75,CN,1625427205
rovaniemi,66.5,25.7167,74.61,53,0,8.05,FI,1625427206
warmbad,-28.45,18.7333,50.27,41,3,5.5,NA,1625427206
dehloran,32.6941,47.2679,96.98,9,0,9.62,IR,1625427207
gribanovskiy,51.4579,41.9764,65.39,95,93,8.28,RU,1625427207
serebryansk,49.6925,83.2892,63.95,68,8,2.48,KZ,1625427208
krasnyy chikoy,50.3643,108.7512,60.94,80,90,1.52,RU,1625427208
prince rupert,54.3161,-130.3201,56.89,97,90,5.75,CA,1625426999
general roca,-39.0333,-67.5833,64.8,24,0,3.15,AR,1625427209
bechem,7.0903,-2.025,72.95,92,87,3.51,GH,1625427210
guangshui,31.6199,113.9978,73.53,97,99,1.36,CN,1625427210
suining,30.508,105.5733,73.89,89,99,5.12,CN,1625427024
seoul,37.5683,126.9778,69.4,86,75,1.14,KR,1625427008
camopi,3.1655,-52.3158,77.0,96,96,0.78,GF,1625427211
algiers,36.7525,3.042,82.22,39,0,3.44,DZ,1625427212
savinskiy,62.9342,40.1361,53.64,61,7,3.22,RU,1625427212
antofagasta,-23.65,-70.4,60.08,70,49,5.61,CL,1625427213
teguise,29.0605,-13.564,70.02,68,20,25.32,ES,1625427214
fortuna,40.5982,-124.1573,89.42,85,90,11.5,US,1625427214
istok,42.7808,20.4875,71.17,68,34,4.76,XK,1625427215
roros,62.5747,11.3842,67.84,52,28,5.75,NO,1625427215
pirgos,35.1167,25.7178,78.48,61,0,4.03,GR,1625427216
hokitika,-42.7167,170.9667,41.36,83,100,5.28,NZ,1625427216
ghanzi,-21.5667,21.7833,56.05,21,0,5.64,BW,1625427217
balakhta,55.38,91.6,62.47,90,25,2.15,RU,1625427217
troitsko-pechorsk,62.7084,56.1964,47.23,66,22,5.06,RU,1625427218
trat,12.5,102.5,83.79,91,97,1.61,TH,1625427218
lasem,-6.6922,111.4527,75.09,84,0,5.55,ID,1625427219
khombole,14.7667,-16.7,87.89,54,0,12.35,SN,1625427219
poum,-20.2333,164.0167,73.38,78,75,30.11,NC,1625427220
krasnovishersk,60.4078,57.082,48.33,67,0,4.52,RU,1625427220
semirom,31.4167,51.5667,68.34,19,4,4.63,IR,1625427221
khudumelapye,-23.8833,24.75,55.8,23,3,8.48,BW,1625427221
pantai remis,4.4557,100.6288,75.56,87,77,0.85,MY,1625427222
vitim,59.4511,112.5578,59.4,74,71,1.25,RU,1625427222
puerto colombia,10.9878,-74.9547,87.89,71,98,5.61,CO,1625427223
hay river,60.8156,-115.7999,55.38,71,40,8.05,CA,1625427223
mendi,-6.1761,143.6513,54.32,97,75,2.84,PG,1625427224
cajamarca,-7.1638,-78.5003,71.67,20,20,10.36,PE,1625427224
ambunti,-4.2365,142.8448,72.28,99,100,0.51,PG,1625427225
nicoya,10.1483,-85.452,80.15,76,57,3.42,CR,1625427225
druskininkai,54.0167,23.9667,63.41,98,100,6.2,LT,1625427226
alyangula,-13.8483,136.4192,64.27,72,39,4.61,AU,1625427226
marana,32.4367,-111.2254,96.55,42,1,3.44,US,1625427227
gambela,8.25,34.5833,72.73,84,80,4.12,ET,1625427227
manaure,11.7751,-72.4445,86.92,59,33,5.59,CO,1625427228
samarai,-10.6167,150.6667,79.79,84,47,8.48,PG,1625427228
alindao,5.0267,21.2088,69.37,97,100,2.98,CF,1625427229
montevideo,-34.8335,-56.1674,64.11,48,0,4.61,UY,1625427150
monywa,22.1167,95.1333,83.89,67,91,11.3,MM,1625427230
ilhabela,-23.7781,-45.3581,66.15,81,99,4.45,BR,1625427230
rio branco,-9.9747,-67.81,88.41,48,20,4.61,BR,1625427231
bani walid,31.7566,13.9942,87.85,30,0,8.23,LY,1625427231
cazones,20.7167,-97.3167,91.2,62,20,9.22,MX,1625427232
jizan,17.3333,42.6667,92.34,59,6,2.1,SA,1625427232
maceio,-9.6658,-35.7353,80.04,73,40,8.05,BR,1625427022
quatre cocos,-20.2078,57.7625,73.09,75,56,17.87,MU,1625427233
baiyin,36.5583,104.2081,65.28,35,66,2.73,CN,1625427234
buin,-33.7333,-70.75,70.05,29,0,2.68,CL,1625427234
toropets,56.4978,31.6353,61.61,83,95,4.23,RU,1625427235
yerofey pavlovich,53.9667,121.9667,57.4,96,100,2.28,RU,1625427235
aksu,41.1231,80.2644,85.12,20,88,5.57,CN,1625427236
muros,42.7762,-9.0603,67.86,92,100,9.91,ES,1625427236
kysyl-syr,63.8986,122.7617,61.3,85,100,7.36,RU,1625427237
linxia,35.6003,103.2064,58.5,59,65,3.94,CN,1625427237
